S2801_C01_001E,S2801_C01_005E,S2801_C01_006E,FIPS,STATEFP,COUNTYFP,TRACTCE
1845,1660,53,48381021500,48,381,021500
1986,1712,123,48381021602,48,381,021602
730,584,22,48381021603,48,381,021603
1725,1414,54,48381021604,48,381,021604
774,667,39,48381021605,48,381,021605
1903,1638,47,48381021606,48,381,021606
3668,3333,203,48381021608,48,381,021608
2054,1979,43,48381021609,48,381,021609
1805,1573,102,48381021702,48,381,021702
1943,1600,65,48381021703,48,381,021703
2893,2712,154,48381021704,48,381,021704
2466,2216,131,48381021801,48,381,021801
1809,1503,62,48381021802,48,381,021802
1920,1717,153,48381021900,48,381,021900
2283,2162,43,48381022001,48,381,022001
2260,2008,282,48381022002,48,381,022002
1084,865,117,48383950100,48,383,950100
1126,606,130,48385950100,48,385,950100
1028,573,121,48387950100,48,387,950100
1906,1135,100,48387950500,48,387,950500
1065,674,147,48387950600,48,387,950600
964,604,84,48387950700,48,387,950700
617,548,106,48389950100,48,389,950100
732,404,110,48389950200,48,389,950200
483,366,75,48389950300,48,389,950300
1261,973,163,48389950400,48,389,950400
425,265,41,48389950500,48,389,950500
1203,939,131,48391950200,48,391,950200
1344,994,169,48391950400,48,391,950400
301,258,8,48393950100,48,393,950100
782,498,107,48395960100,48,395,960100
654,493,117,48395960200,48,395,960200
1846,1430,226,48395960300,48,395,960300
1220,964,108,48395960400,48,395,960400
1942,1511,458,48395960500,48,395,960500
2203,2019,13,48397040101,48,397,040101
2442,2296,14,48397040102,48,397,040102
2412,2287,0,48397040200,48,397,040200
2099,1865,35,48397040301,48,397,040301
3817,3043,177,48397040302,48,397,040302
4210,3914,72,48397040401,48,397,040401
4329,4031,212,48397040402,48,397,040402
1943,1765,116,48397040503,48,397,040503
2944,2768,97,48397040504,48,397,040504
3649,3429,214,48397040505,48,397,040505
2984,2621,18,48397040506,48,397,040506
547,432,60,48399950100,48,399,950100
902,568,211,48399950200,48,399,950200
683,516,94,48399950500,48,399,950500
1764,1215,88,48399950600,48,399,950600
2215,1567,216,48401950100,48,401,950100
1257,1027,154,48401950200,48,401,950200
2221,1717,222,48401950300,48,401,950300
1787,1362,300,48401950400,48,401,950400
1945,1373,238,48401950501,48,401,950501
913,732,147,48401950502,48,401,950502
976,691,42,48401950600,48,401,950600
1117,854,69,48401950700,48,401,950700
1474,1077,154,48401950800,48,401,950800
1185,819,99,48401950900,48,401,950900
894,650,127,48401951000,48,401,951000
1096,694,172,48401951100,48,401,951100
1028,766,175,48401951200,48,401,951200
994,681,63,48403950100,48,403,950100
1244,898,164,48403950200,48,403,950200
2073,1211,114,48403950300,48,403,950300
1172,765,174,48405950100,48,405,950100
1150,798,150,48405950200,48,405,950200
1129,840,92,48405950300,48,405,950300
2198,1667,235,48407200101,48,407,200101
3628,2927,625,48407200102,48,407,200102
2021,1537,330,48407200200,48,407,200200
2196,1502,268,48407200300,48,407,200300
1387,1071,228,48409010201,48,409,010201
1717,1279,250,48409010202,48,409,010202
1632,1450,180,48409010301,48,409,010301
1657,1483,155,48409010302,48,409,010302
630,495,115,48409010500,48,409,010500
2199,1895,125,48409010601,48,409,010601
1259,1110,58,48409010602,48,409,010602
1003,854,0,48409010603,48,409,010603
1098,878,9,48409010604,48,409,010604
1435,1246,125,48409010700,48,409,010700
1419,844,197,48409010800,48,409,010800
1578,1258,87,48409010900,48,409,010900
2087,1658,345,48409011000,48,409,011000
922,663,103,48409011100,48,409,011100
1237,960,162,48409011200,48,409,011200
1638,1160,300,48409011300,48,409,011300
968,711,204,48411950100,48,411,950100
1114,776,69,48411950200,48,411,950200
1075,794,89,48413950300,48,413,950300
1242,902,177,48415950100,48,415,950100
494,422,97,48415950200,48,415,950200
2378,1821,94,48415950300,48,415,950300
1827,1555,469,48415950600,48,415,950600
1317,1012,94,48417950300,48,417,950300
1816,1084,205,48419950100,48,419,950100
1502,1004,293,48419950200,48,419,950200
1705,1377,256,48419950300,48,419,950300
1843,1415,477,48419950400,48,419,950400
1193,887,143,48419950500,48,419,950500
1234,759,194,48419950600,48,419,950600
1019,765,134,48421950200,48,421,950200
1851,1390,375,48423000100,48,423,000100
1238,971,257,48423000201,48,423,000201
572,394,109,48423000202,48,423,000202
1705,1238,360,48423000300,48,423,000300
773,588,197,48423000400,48,423,000400
688,551,122,48423000500,48,423,000500
593,471,164,48423000600,48,423,000600
1443,845,189,48423000700,48,423,000700
2228,1906,514,48423000800,48,423,000800
1228,953,132,48423000900,48,423,000900
1876,1580,196,48423001000,48,423,001000
1633,1323,153,48423001101,48,423,001101
912,791,36,48423001102,48,423,001102
1354,1092,106,48423001200,48,423,001200
810,668,70,48423001300,48,423,001300
3318,2747,81,48423001401,48,423,001401
2641,2257,210,48423001403,48,423,001403
2392,2003,68,48423001404,48,423,001404
2035,1601,280,48423001500,48,423,001500
2076,1543,217,48423001601,48,423,001601
1643,1339,93,48423001602,48,423,001602
2225,1712,336,48423001604,48,423,001604
2693,2092,630,48423001700,48,423,001700
2031,1451,120,48423001801,48,423,001801
2999,2483,217,48423001802,48,423,001802
1729,1494,89,48423001803,48,423,001803
2754,2425,212,48423001901,48,423,001901
4031,3640,374,48423001905,48,423,001905
2189,1891,212,48423001906,48,423,001906
2261,1738,19,48423001907,48,423,001907
3663,2979,194,48423001908,48,423,001908
1700,1504,266,48423002003,48,423,002003
1211,989,70,48423002004,48,423,002004
1258,1116,15,48423002006,48,423,002006
2984,2669,261,48423002007,48,423,002007
2543,2335,125,48423002008,48,423,002008
2814,2536,281,48423002009,48,423,002009
1447,1146,138,48423002101,48,423,002101
2023,1665,242,48423002102,48,423,002102
2114,1830,145,48423002200,48,423,002200
0,0,0,48423980000,48,423,980000
2421,1980,47,48425000100,48,425,000100
702,496,28,48425000200,48,425,000200
374,284,75,48427950101,48,427,950101
1149,1036,256,48427950104,48,427,950104
975,838,94,48427950105,48,427,950105
769,584,174,48427950106,48,427,950106
894,765,115,48427950107,48,427,950107
839,722,116,48427950108,48,427,950108
675,494,126,48427950202,48,427,950202
1047,830,153,48427950203,48,427,950203
1400,1123,347,48427950204,48,427,950204
1486,1005,312,48427950401,48,427,950401
1192,979,300,48427950402,48,427,950402
1186,795,283,48427950500,48,427,950500
2131,1503,317,48427950600,48,427,950600
1088,669,225,48427950701,48,427,950701
983,610,186,48427950702,48,427,950702
1377,1185,170,48429950200,48,429,950200
712,550,189,48429950300,48,429,950300
1158,822,148,48429950500,48,429,950500
458,394,28,48431950100,48,431,950100
580,407,34,48433950300,48,433,950300
1412,988,183,48435950300,48,435,950300
531,399,32,48437950200,48,437,950200
1523,1118,300,48437950300,48,437,950300
451,357,52,48437950400,48,437,950400
1673,1427,345,48439100101,48,439,100101
1610,1376,341,48439100102,48,439,100102
1238,1009,247,48439100201,48,439,100201
1466,1269,398,48439100202,48,439,100202
1625,1294,322,48439100300,48,439,100300
1768,1281,422,48439100400,48,439,100400
3268,2730,621,48439100501,48,439,100501
2155,1562,377,48439100502,48,439,100502
1069,928,103,48439100601,48,439,100601
682,593,139,48439100602,48,439,100602
1770,1391,382,48439100700,48,439,100700
1736,1289,270,48439100800,48,439,100800
619,405,133,48439100900,48,439,100900
639,511,101,48439101201,48,439,101201
1415,1300,312,48439101202,48,439,101202
1881,1478,345,48439101301,48,439,101301
1084,897,170,48439101302,48,439,101302
1920,1611,146,48439101401,48,439,101401
1196,866,237,48439101402,48,439,101402
1689,1272,386,48439101403,48,439,101403
1486,1091,274,48439101500,48,439,101500
514,381,164,48439101700,48,439,101700
1974,1748,19,48439102000,48,439,102000
2804,2127,156,48439102100,48,439,102100
1468,1208,56,48439102201,48,439,102201
1458,1357,128,48439102202,48,439,102202
1371,1141,254,48439102301,48,439,102301
1851,1581,331,48439102302,48,439,102302
2095,1840,275,48439102401,48,439,102401
1865,1634,14,48439102402,48,439,102402
1326,971,340,48439102500,48,439,102500
1801,1571,350,48439102601,48,439,102601
1588,1369,161,48439102602,48,439,102602
1763,1576,130,48439102700,48,439,102700
643,574,5,48439102800,48,439,102800
1436,1029,301,48439103500,48,439,103500
958,707,291,48439103601,48,439,103601
836,533,139,48439103602,48,439,103602
1244,959,268,48439103701,48,439,103701
806,593,198,48439103702,48,439,103702
1036,666,264,48439103800,48,439,103800
1416,1186,107,48439104100,48,439,104100
1262,1126,35,48439104201,48,439,104201
1267,1127,10,48439104202,48,439,104202
2401,2226,163,48439104300,48,439,104300
1912,1622,410,48439104400,48,439,104400
910,669,144,48439104502,48,439,104502
802,573,171,48439104503,48,439,104503
979,702,218,48439104504,48,439,104504
1456,1045,235,48439104505,48,439,104505
1263,865,256,48439104601,48,439,104601
1418,1114,267,48439104602,48,439,104602
1079,827,243,48439104603,48,439,104603
999,786,270,48439104604,48,439,104604
1600,1135,364,48439104605,48,439,104605
1368,1096,395,48439104701,48,439,104701
1037,875,385,48439104702,48,439,104702
1545,1324,331,48439104802,48,439,104802
1761,1507,189,48439104803,48,439,104803
772,649,195,48439104804,48,439,104804
871,753,137,48439104900,48,439,104900
1487,1267,399,48439105001,48,439,105001
256,177,31,48439105006,48,439,105006
2464,2371,96,48439105007,48,439,105007
3043,2771,249,48439105008,48,439,105008
2029,1835,494,48439105201,48,439,105201
1067,747,223,48439105203,48,439,105203
1305,1155,329,48439105204,48,439,105204
2389,1963,844,48439105205,48,439,105205
2990,2638,0,48439105403,48,439,105403
1667,1502,23,48439105404,48,439,105404
1917,1499,89,48439105405,48,439,105405
2859,2407,105,48439105406,48,439,105406
2163,1743,275,48439105502,48,439,105502
2380,1941,161,48439105503,48,439,105503
2235,1910,108,48439105505,48,439,105505
3245,2880,240,48439105507,48,439,105507
3459,3037,328,48439105508,48,439,105508
3225,2598,316,48439105510,48,439,105510
2352,2003,361,48439105511,48,439,105511
1690,1407,173,48439105512,48,439,105512
1555,1274,242,48439105513,48,439,105513
1568,1396,293,48439105514,48,439,105514
1884,1624,165,48439105600,48,439,105600
1391,1136,141,48439105701,48,439,105701
1490,1293,315,48439105703,48,439,105703
3139,2665,353,48439105704,48,439,105704
1288,1071,295,48439105800,48,439,105800
1140,941,267,48439105901,48,439,105901
1235,997,517,48439105902,48,439,105902
2696,2261,557,48439106001,48,439,106001
1139,845,303,48439106002,48,439,106002
2099,1833,373,48439106004,48,439,106004
498,410,93,48439106101,48,439,106101
1533,1216,442,48439106102,48,439,106102
1175,756,284,48439106201,48,439,106201
1734,1411,491,48439106202,48,439,106202
1111,736,212,48439106300,48,439,106300
1071,870,195,48439106400,48,439,106400
1271,1018,104,48439106502,48,439,106502
2212,1676,50,48439106503,48,439,106503
1006,686,70,48439106507,48,439,106507
2105,1869,186,48439106509,48,439,106509
2936,2746,82,48439106510,48,439,106510
3127,2659,417,48439106511,48,439,106511
2040,1599,297,48439106512,48,439,106512
1022,838,45,48439106513,48,439,106513
2281,1979,229,48439106514,48,439,106514
1763,1478,193,48439106515,48,439,106515
2469,2085,523,48439106516,48,439,106516
3415,3156,334,48439106517,48,439,106517
3023,2937,310,48439106518,48,439,106518
1054,924,193,48439106600,48,439,106600
867,798,114,48439106700,48,439,106700
2658,2193,197,48439110101,48,439,110101
1188,935,176,48439110102,48,439,110102
1175,959,253,48439110202,48,439,110202
2821,2743,239,48439110203,48,439,110203
2161,1863,279,48439110204,48,439,110204
1170,935,170,48439110301,48,439,110301
1439,1291,263,48439110302,48,439,110302
1666,1417,121,48439110401,48,439,110401
1476,1266,241,48439110402,48,439,110402
2975,2389,451,48439110500,48,439,110500
1122,981,112,48439110600,48,439,110600
2717,2171,274,48439110701,48,439,110701
1980,1707,239,48439110703,48,439,110703
1688,1320,185,48439110704,48,439,110704
2372,2288,22,48439110805,48,439,110805
1936,1810,148,48439110806,48,439,110806
2391,2052,11,48439110807,48,439,110807
1205,1189,22,48439110808,48,439,110808
902,822,6,48439110809,48,439,110809
2011,1748,138,48439110901,48,439,110901
736,668,4,48439110903,48,439,110903
1865,1586,73,48439110905,48,439,110905
1661,1448,71,48439110906,48,439,110906
1393,1181,9,48439110907,48,439,110907
976,827,41,48439111003,48,439,111003
3259,2697,621,48439111005,48,439,111005
2944,2681,162,48439111008,48,439,111008
1392,1068,101,48439111010,48,439,111010
3205,2861,167,48439111011,48,439,111011
2792,2618,170,48439111012,48,439,111012
3363,3040,172,48439111013,48,439,111013
873,791,106,48439111015,48,439,111015
3584,3310,145,48439111016,48,439,111016
4208,3841,89,48439111017,48,439,111017
761,713,77,48439111018,48,439,111018
1888,1506,249,48439111102,48,439,111102
1029,848,127,48439111103,48,439,111103
879,638,83,48439111104,48,439,111104
1953,1377,75,48439111202,48,439,111202
2220,1887,94,48439111203,48,439,111203
1834,1593,103,48439111204,48,439,111204
3177,2753,344,48439111301,48,439,111301
2687,2256,41,48439111304,48,439,111304
1793,1587,30,48439111306,48,439,111306
1245,1204,198,48439111307,48,439,111307
658,516,50,48439111308,48,439,111308
1433,1266,81,48439111309,48,439,111309
2850,2692,62,48439111310,48,439,111310
2320,2080,0,48439111311,48,439,111311
1227,1127,9,48439111312,48,439,111312
3577,3447,75,48439111313,48,439,111313
1990,1912,10,48439111314,48,439,111314
2003,1711,56,48439111402,48,439,111402
3730,3337,508,48439111404,48,439,111404
895,679,73,48439111405,48,439,111405
1462,1366,9,48439111406,48,439,111406
1128,1048,46,48439111407,48,439,111407
1410,1260,81,48439111408,48,439,111408
1812,1687,0,48439111409,48,439,111409
1710,1458,204,48439111505,48,439,111505
2690,2213,310,48439111506,48,439,111506
1207,1086,21,48439111513,48,439,111513
2119,1962,127,48439111514,48,439,111514
2242,2003,266,48439111516,48,439,111516
2716,2271,275,48439111521,48,439,111521
2162,1866,146,48439111522,48,439,111522
3092,2526,230,48439111523,48,439,111523
2552,2084,134,48439111524,48,439,111524
1957,1677,168,48439111525,48,439,111525
1766,1478,114,48439111526,48,439,111526
1500,1300,35,48439111529,48,439,111529
2447,2282,89,48439111530,48,439,111530
1694,1496,64,48439111531,48,439,111531
2762,2393,63,48439111532,48,439,111532
1911,1730,43,48439111533,48,439,111533
2275,2007,52,48439111534,48,439,111534
1331,1248,201,48439111536,48,439,111536
2283,2042,221,48439111537,48,439,111537
2095,1952,151,48439111538,48,439,111538
2900,2681,141,48439111539,48,439,111539
2265,2081,190,48439111540,48,439,111540
1306,1222,98,48439111541,48,439,111541
1892,1693,83,48439111542,48,439,111542
2359,2174,251,48439111543,48,439,111543
2462,2074,191,48439111544,48,439,111544
887,806,32,48439111545,48,439,111545
2172,2051,55,48439111546,48,439,111546
4947,4489,308,48439111547,48,439,111547
2401,2295,159,48439111548,48,439,111548
3542,3435,150,48439111549,48,439,111549
3793,3609,112,48439111550,48,439,111550
2187,1934,0,48439111551,48,439,111551
1333,1003,0,48439111552,48,439,111552
1829,1614,92,48439111553,48,439,111553
1372,1229,19,48439113001,48,439,113001
2423,1985,409,48439113002,48,439,113002
2220,2062,18,48439113102,48,439,113102
1991,1842,347,48439113104,48,439,113104
990,914,10,48439113107,48,439,113107
1763,1618,57,48439113108,48,439,113108
1839,1676,312,48439113109,48,439,113109
2387,2170,125,48439113110,48,439,113110
2198,2025,360,48439113111,48,439,113111
1028,928,58,48439113112,48,439,113112
2002,1875,29,48439113113,48,439,113113
2203,2127,102,48439113114,48,439,113114
1533,1389,238,48439113115,48,439,113115
2106,1822,153,48439113116,48,439,113116
2112,1926,217,48439113206,48,439,113206
1535,1346,0,48439113207,48,439,113207
2777,2414,11,48439113210,48,439,113210
1769,1490,81,48439113212,48,439,113212
1341,1083,32,48439113213,48,439,113213
2169,1948,93,48439113214,48,439,113214
1739,1612,56,48439113215,48,439,113215
2211,2053,78,48439113216,48,439,113216
1687,1355,90,48439113217,48,439,113217
1288,1167,45,48439113218,48,439,113218
2844,2509,121,48439113220,48,439,113220
2351,1932,96,48439113221,48,439,113221
1528,1203,26,48439113301,48,439,113301
1626,1308,165,48439113302,48,439,113302
1049,889,159,48439113403,48,439,113403
2139,1788,222,48439113404,48,439,113404
2382,2050,288,48439113405,48,439,113405
1709,1462,297,48439113407,48,439,113407
2008,1737,334,48439113408,48,439,113408
1604,1429,116,48439113509,48,439,113509
2205,2026,77,48439113510,48,439,113510
1442,1230,83,48439113511,48,439,113511
2425,2119,104,48439113512,48,439,113512
2177,2045,165,48439113513,48,439,113513
1633,1373,264,48439113514,48,439,113514
1646,1452,59,48439113516,48,439,113516
1680,1536,41,48439113517,48,439,113517
2841,2635,102,48439113518,48,439,113518
2676,2535,11,48439113519,48,439,113519
2191,2035,30,48439113520,48,439,113520
1744,1447,142,48439113607,48,439,113607
4645,4332,0,48439113610,48,439,113610
1507,1377,8,48439113611,48,439,113611
1764,1585,13,48439113612,48,439,113612
1574,1343,36,48439113613,48,439,113613
2210,1976,92,48439113618,48,439,113618
2082,1787,222,48439113619,48,439,113619
2597,2369,30,48439113622,48,439,113622
1328,1209,10,48439113623,48,439,113623
1613,1549,35,48439113624,48,439,113624
1215,1113,28,48439113625,48,439,113625
1449,1361,6,48439113626,48,439,113626
2940,2692,182,48439113627,48,439,113627
2260,2055,227,48439113628,48,439,113628
2013,1621,80,48439113629,48,439,113629
1689,1475,129,48439113630,48,439,113630
2855,2691,226,48439113631,48,439,113631
1752,1597,14,48439113632,48,439,113632
1542,1491,0,48439113633,48,439,113633
1937,1818,5,48439113634,48,439,113634
5195,5017,42,48439113703,48,439,113703
2616,2275,138,48439113705,48,439,113705
1946,1827,24,48439113707,48,439,113707
1925,1646,11,48439113709,48,439,113709
1647,1537,22,48439113710,48,439,113710
1728,1587,46,48439113711,48,439,113711
1869,1668,28,48439113803,48,439,113803
2222,2022,34,48439113808,48,439,113808
1645,1488,152,48439113809,48,439,113809
1464,1305,85,48439113810,48,439,113810
1646,1504,128,48439113811,48,439,113811
1836,1744,0,48439113812,48,439,113812
1719,1582,0,48439113813,48,439,113813
1439,1386,25,48439113814,48,439,113814
1882,1824,10,48439113815,48,439,113815
1725,1591,10,48439113816,48,439,113816
2035,1909,0,48439113906,48,439,113906
2544,2440,0,48439113907,48,439,113907
1691,1641,0,48439113908,48,439,113908
2233,2125,54,48439113909,48,439,113909
3489,3227,23,48439113910,48,439,113910
3765,3061,148,48439113911,48,439,113911
2215,1993,31,48439113912,48,439,113912
1715,1499,59,48439113916,48,439,113916
2352,1902,5,48439113917,48,439,113917
1999,1882,75,48439113918,48,439,113918
2323,2180,0,48439113919,48,439,113919
1697,1513,17,48439113920,48,439,113920
8328,7737,266,48439113921,48,439,113921
6207,5838,54,48439113922,48,439,113922
1461,1411,56,48439113923,48,439,113923
1602,1509,64,48439113924,48,439,113924
1283,1169,106,48439113925,48,439,113925
8633,8181,104,48439113926,48,439,113926
5780,5461,31,48439113927,48,439,113927
3594,3375,64,48439113928,48,439,113928
2697,2579,43,48439113929,48,439,113929
2777,2550,292,48439114003,48,439,114003
3255,2909,256,48439114005,48,439,114005
2687,2393,31,48439114006,48,439,114006
5813,5329,139,48439114007,48,439,114007
4766,4712,351,48439114008,48,439,114008
3396,3047,153,48439114102,48,439,114102
8953,8570,132,48439114103,48,439,114103
2788,2634,113,48439114104,48,439,114104
1964,1618,371,48439114203,48,439,114203
2426,2138,263,48439114204,48,439,114204
1205,1022,53,48439114205,48,439,114205
1656,1388,91,48439114206,48,439,114206
2371,2060,145,48439114207,48,439,114207
2898,2619,267,48439121601,48,439,121601
2255,1966,445,48439121604,48,439,121604
1264,884,33,48439121605,48,439,121605
1196,1080,0,48439121606,48,439,121606
2060,1743,75,48439121608,48,439,121608
2147,1889,37,48439121609,48,439,121609
965,847,41,48439121610,48,439,121610
1599,1509,8,48439121611,48,439,121611
1261,1082,179,48439121702,48,439,121702
1886,1527,388,48439121703,48,439,121703
1158,1007,314,48439121704,48,439,121704
1860,1549,417,48439121903,48,439,121903
1417,1227,253,48439121904,48,439,121904
2092,1570,314,48439121905,48,439,121905
1318,1037,259,48439121906,48,439,121906
1132,926,246,48439122001,48,439,122001
1448,1287,315,48439122002,48,439,122002
1973,1782,238,48439122100,48,439,122100
794,588,220,48439122200,48,439,122200
1170,1033,136,48439122300,48,439,122300
1930,1721,148,48439122400,48,439,122400
1780,1536,165,48439122500,48,439,122500
1619,1365,99,48439122600,48,439,122600
2166,1753,231,48439122700,48,439,122700
1313,1107,381,48439122801,48,439,122801
1543,1266,146,48439122802,48,439,122802
2233,1660,354,48439122900,48,439,122900
3031,2339,341,48439123000,48,439,123000
994,662,162,48439123100,48,439,123100
1190,1060,161,48439123200,48,439,123200
2200,1960,41,48439123300,48,439,123300
879,744,109,48439123400,48,439,123400
933,758,203,48439123500,48,439,123500
1235,954,240,48439123600,48,439,123600
0,0,0,48439980000,48,439,980000
1870,1378,47,48441010100,48,441,010100
595,456,107,48441010200,48,441,010200
632,519,72,48441010300,48,441,010300
789,488,169,48441010400,48,441,010400
1267,1020,164,48441010500,48,441,010500
1373,1127,108,48441010600,48,441,010600
1245,1034,279,48441010700,48,441,010700
587,360,159,48441010800,48,441,010800
2609,2155,269,48441010900,48,441,010900
497,343,59,48441011000,48,441,011000
1088,766,163,48441011200,48,441,011200
1422,1156,170,48441011300,48,441,011300
1640,1257,270,48441011400,48,441,011400
1117,820,33,48441011500,48,441,011500
1010,774,63,48441011600,48,441,011600
852,602,213,48441011700,48,441,011700
721,489,212,48441011900,48,441,011900
789,677,35,48441012000,48,441,012000
12,12,0,48441012100,48,441,012100
756,538,116,48441012200,48,441,012200
1440,1211,273,48441012300,48,441,012300
1022,855,217,48441012400,48,441,012400
1330,944,43,48441012500,48,441,012500
1166,988,180,48441012600,48,441,012600
2927,2611,148,48441012700,48,441,012700
1947,1677,165,48441012801,48,441,012801
1722,1485,148,48441012802,48,441,012802
687,674,5,48441012900,48,441,012900
61,48,0,48441013000,48,441,013000
2122,1744,459,48441013100,48,441,013100
685,555,105,48441013200,48,441,013200
1289,1115,116,48441013300,48,441,013300
1556,1405,209,48441013401,48,441,013401
2873,2452,228,48441013402,48,441,013402
3482,3111,241,48441013404,48,441,013404
2836,2265,215,48441013500,48,441,013500
1852,1552,292,48441013600,48,441,013600
0,0,0,48441980000,48,441,980000
418,275,11,48443950100,48,443,950100
739,572,76,48445950100,48,445,950100
698,513,211,48445950300,48,445,950300
2624,2040,398,48445950400,48,445,950400
668,465,83,48447950300,48,447,950300
857,606,247,48449950100,48,449,950100
1006,742,102,48449950200,48,449,950200
2963,2242,592,48449950300,48,449,950300
1932,1406,466,48449950400,48,449,950400
768,647,119,48449950500,48,449,950500
1341,980,316,48449950600,48,449,950600
434,292,93,48449950700,48,449,950700
1592,1244,327,48449950800,48,449,950800
978,739,101,48451000100,48,451,000100
1523,1141,247,48451000200,48,451,000200
2026,1455,273,48451000300,48,451,000300
1989,1367,426,48451000400,48,451,000400
1597,1054,212,48451000700,48,451,000700
1634,1400,139,48451000801,48,451,000801
1626,1271,307,48451000802,48,451,000802
980,526,110,48451000900,48,451,000900
2048,1768,136,48451001000,48,451,001000
2401,2119,264,48451001101,48,451,001101
1880,1430,263,48451001102,48,451,001102
2754,2056,290,48451001200,48,451,001200
2395,1971,170,48451001301,48,451,001301
1904,1628,126,48451001303,48,451,001303
1413,1088,64,48451001304,48,451,001304
2427,1926,299,48451001400,48,451,001400
86,68,0,48451001500,48,451,001500
1661,1285,238,48451001600,48,451,001600
1068,756,112,48451001702,48,451,001702
3335,2610,150,48451001704,48,451,001704
1571,1242,111,48451001706,48,451,001706
2594,2060,51,48451001707,48,451,001707
2608,2345,170,48451001708,48,451,001708
816,491,126,48451001800,48,451,001800
0,0,0,48451980000,48,451,980000
2117,1762,12,48453000101,48,453,000101
1132,1007,8,48453000102,48,453,000102
884,846,0,48453000203,48,453,000203
1503,1349,33,48453000204,48,453,000204
2349,2144,95,48453000205,48,453,000205
1665,1422,32,48453000206,48,453,000206
2674,2351,18,48453000302,48,453,000302
1430,1325,44,48453000304,48,453,000304
1916,1759,56,48453000305,48,453,000305
2805,2605,72,48453000306,48,453,000306
816,742,18,48453000307,48,453,000307
1884,1741,35,48453000401,48,453,000401
1640,1430,138,48453000402,48,453,000402
2061,1914,64,48453000500,48,453,000500
297,290,0,48453000601,48,453,000601
2440,2363,16,48453000603,48,453,000603
1827,1792,18,48453000604,48,453,000604
729,638,29,48453000700,48,453,000700
648,483,0,48453000801,48,453,000801
1315,1020,228,48453000802,48,453,000802
1107,932,14,48453000803,48,453,000803
1025,746,127,48453000804,48,453,000804
1079,924,7,48453000901,48,453,000901
2746,2241,256,48453000902,48,453,000902
1501,1098,81,48453001000,48,453,001000
4592,4373,24,48453001100,48,453,001100
3529,3316,23,48453001200,48,453,001200
3026,2703,47,48453001303,48,453,001303
2211,2028,90,48453001304,48,453,001304
2970,2748,117,48453001305,48,453,001305
1915,1685,46,48453001307,48,453,001307
1666,1428,39,48453001308,48,453,001308
1689,1591,44,48453001401,48,453,001401
1315,1237,0,48453001402,48,453,001402
804,658,13,48453001403,48,453,001403
2317,2035,13,48453001501,48,453,001501
1974,1749,116,48453001503,48,453,001503
2884,2585,20,48453001504,48,453,001504
2371,2119,84,48453001505,48,453,001505
1681,1625,8,48453001602,48,453,001602
1847,1752,11,48453001603,48,453,001603
1655,1501,9,48453001604,48,453,001604
1898,1758,40,48453001605,48,453,001605
0,0,0,48453001606,48,453,001606
2254,2068,30,48453001705,48,453,001705
1985,1722,63,48453001706,48,453,001706
2518,2086,41,48453001707,48,453,001707
1920,1506,25,48453001712,48,453,001712
2012,1837,41,48453001713,48,453,001713
6077,5763,22,48453001714,48,453,001714
3099,2856,31,48453001716,48,453,001716
2907,2547,12,48453001718,48,453,001718
1627,1506,21,48453001719,48,453,001719
2318,2034,29,48453001722,48,453,001722
3074,2719,89,48453001728,48,453,001728
2246,1975,155,48453001729,48,453,001729
1412,1300,42,48453001733,48,453,001733
4257,4005,109,48453001737,48,453,001737
2805,2505,0,48453001738,48,453,001738
2021,1918,21,48453001740,48,453,001740
1268,1094,22,48453001741,48,453,001741
2439,2054,89,48453001742,48,453,001742
969,831,0,48453001745,48,453,001745
2026,1831,30,48453001746,48,453,001746
2204,1927,37,48453001747,48,453,001747
2523,2330,65,48453001748,48,453,001748
2974,2520,149,48453001749,48,453,001749
2632,2164,19,48453001750,48,453,001750
972,874,30,48453001751,48,453,001751
2171,2055,155,48453001752,48,453,001752
830,795,0,48453001753,48,453,001753
2310,1993,32,48453001754,48,453,001754
2135,2034,10,48453001755,48,453,001755
1746,1621,8,48453001756,48,453,001756
1048,908,9,48453001757,48,453,001757
6038,5719,234,48453001760,48,453,001760
3117,2951,30,48453001761,48,453,001761
2917,2785,58,48453001764,48,453,001764
5248,4813,5,48453001765,48,453,001765
3648,3060,26,48453001766,48,453,001766
3835,3506,48,48453001768,48,453,001768
2627,2312,123,48453001769,48,453,001769
4155,3814,0,48453001770,48,453,001770
1838,1677,0,48453001771,48,453,001771
1609,1446,69,48453001772,48,453,001772
3391,3084,35,48453001773,48,453,001773
2855,2627,0,48453001774,48,453,001774
2608,2420,0,48453001775,48,453,001775
1188,1097,30,48453001776,48,453,001776
2374,2295,54,48453001777,48,453,001777
1779,1652,9,48453001778,48,453,001778
2538,2099,76,48453001779,48,453,001779
1888,1629,30,48453001780,48,453,001780
963,813,0,48453001781,48,453,001781
1823,1709,0,48453001782,48,453,001782
1832,1750,42,48453001783,48,453,001783
2100,2016,19,48453001784,48,453,001784
2598,2436,126,48453001785,48,453,001785
2752,2613,19,48453001786,48,453,001786
2741,2275,334,48453001804,48,453,001804
1796,1306,301,48453001805,48,453,001805
2407,2076,429,48453001806,48,453,001806
1314,948,94,48453001811,48,453,001811
3014,2228,544,48453001812,48,453,001812
2371,1973,437,48453001813,48,453,001813
2280,1902,75,48453001817,48,453,001817
2134,1681,275,48453001818,48,453,001818
1447,1195,164,48453001819,48,453,001819
