S1601_C01_001E,S1601_C01_002E,S1601_C01_003E,S1601_C01_004E,S1601_C01_008E,S1601_C01_012E,S1601_C01_016E,FIPS,STATEFP,COUNTYFP,TRACTCE
2028,1455,573,509,37,27,0,48029191101,48,029,191101
2236,1309,927,865,20,23,19,48029191102,48,029,191102
3285,2404,881,824,57,0,0,48029191201,48,029,191201
5153,3206,1947,1832,71,44,0,48029191202,48,029,191202
1728,1195,533,487,29,17,0,48029191303,48,029,191303
2202,1002,1200,1173,0,22,5,48029191304,48,029,191304
8477,6289,2188,1818,166,111,93,48029191405,48,029,191405
6075,5291,784,517,119,60,88,48029191406,48,029,191406
2355,1429,926,714,50,162,0,48029191408,48,029,191408
6862,3839,3023,2468,115,409,31,48029191409,48,029,191409
4917,2901,2016,1773,108,135,0,48029191410,48,029,191410
4300,3198,1102,666,98,122,216,48029191411,48,029,191411
2318,1856,462,277,72,45,68,48029191412,48,029,191412
6049,4892,1157,914,69,91,83,48029191413,48,029,191413
5082,3868,1214,1019,96,99,0,48029191503,48,029,191503
2478,2187,291,171,75,45,0,48029191504,48,029,191504
2399,1696,703,520,52,93,38,48029191505,48,029,191505
6098,4242,1856,1382,325,76,73,48029191506,48,029,191506
1308,1126,182,181,1,0,0,48029191701,48,029,191701
7103,5889,1214,1010,120,84,0,48029191702,48,029,191702
7144,6250,894,796,80,18,0,48029191804,48,029,191804
8010,6386,1624,1006,302,230,86,48029191806,48,029,191806
7043,5221,1822,1396,222,109,95,48029191807,48,029,191807
4260,3020,1240,865,168,95,112,48029191808,48,029,191808
6606,4516,2090,1696,86,308,0,48029191809,48,029,191809
3899,2884,1015,774,59,182,0,48029191810,48,029,191810
4170,3321,849,398,247,185,19,48029191811,48,029,191811
4048,2675,1373,796,159,293,125,48029191812,48,029,191812
6663,5142,1521,1090,105,310,16,48029191813,48,029,191813
3778,2871,907,790,40,70,7,48029191814,48,029,191814
4601,3021,1580,1123,100,350,7,48029191815,48,029,191815
2659,2244,415,310,25,80,0,48029191816,48,029,191816
11998,7884,4114,2586,478,786,264,48029191817,48,029,191817
4626,2679,1947,1937,10,0,0,48029191900,48,029,191900
4689,3361,1328,1244,52,32,0,48029192000,48,029,192000
2254,1539,715,680,18,17,0,48029192100,48,029,192100
2578,1702,876,823,11,33,9,48029192200,48,029,192200
5519,4278,1241,951,136,152,2,48029192300,48,029,192300
0,0,0,0,0,0,0,48029980001,48,029,980001
0,0,0,0,0,0,0,48029980002,48,029,980002
928,853,75,63,3,9,0,48029980003,48,029,980003
0,0,0,0,0,0,0,48029980004,48,029,980004
0,0,0,0,0,0,0,48029980005,48,029,980005
747,662,85,85,0,0,0,48029980100,48,029,980100
5278,4640,638,398,106,134,0,48031950100,48,031,950100
5714,5118,596,565,18,11,2,48031950200,48,031,950200
513,431,82,47,6,0,29,48033950100,48,033,950100
4040,3373,667,649,7,0,11,48035950100,48,035,950100
1486,1265,221,191,18,12,0,48035950200,48,035,950200
1343,1174,169,163,4,2,0,48035950300,48,035,950300
3502,3205,297,249,23,25,0,48035950400,48,035,950400
2995,2492,503,446,30,27,0,48035950500,48,035,950500
1678,1595,83,43,34,0,6,48035950600,48,035,950600
2273,1943,330,330,0,0,0,48035950700,48,035,950700
5101,4570,531,531,0,0,0,48037010100,48,037,010100
3391,3123,268,179,51,31,7,48037010400,48,037,010400
2379,2194,185,169,0,16,0,48037010500,48,037,010500
1518,1425,93,93,0,0,0,48037010600,48,037,010600
4855,4743,112,112,0,0,0,48037010700,48,037,010700
4305,4111,194,170,24,0,0,48037010800,48,037,010800
6653,6243,410,92,20,298,0,48037010901,48,037,010901
7061,6618,443,275,26,142,0,48037010902,48,037,010902
7107,6916,191,172,19,0,0,48037011000,48,037,011000
7064,6525,539,521,9,0,9,48037011100,48,037,011100
6480,6322,158,6,30,111,11,48037011200,48,037,011200
4855,4727,128,108,5,15,0,48037011300,48,037,011300
7122,7010,112,88,0,8,16,48037011401,48,037,011401
2040,2011,29,5,0,24,0,48037011402,48,037,011402
7828,6615,1213,1049,15,57,92,48037011501,48,037,011501
2618,2578,40,39,0,1,0,48037011502,48,037,011502
4896,4690,206,187,4,15,0,48037011600,48,037,011600
2113,2070,43,0,43,0,0,48037011700,48,037,011700
4756,3880,876,584,157,123,12,48039660100,48,039,660100
6317,5619,698,384,145,169,0,48039660200,48,039,660200
10772,9392,1380,1040,216,124,0,48039660300,48,039,660300
10378,7285,3093,2034,204,647,208,48039660400,48,039,660400
8719,5764,2955,2288,43,430,194,48039660500,48,039,660500
12537,8683,3854,1392,194,2135,133,48039660601,48,039,660601
45200,28683,16517,7853,1907,5692,1065,48039660602,48,039,660602
14423,10282,4141,1847,445,1738,111,48039660701,48,039,660701
14153,11905,2248,1155,187,880,26,48039660702,48,039,660702
8725,7104,1621,1512,57,52,0,48039660801,48,039,660801
7897,5670,2227,1787,102,338,0,48039660802,48,039,660802
7111,3825,3286,2771,39,238,238,48039660900,48,039,660900
7388,5527,1861,1700,95,66,0,48039661000,48,039,661000
3361,2529,832,832,0,0,0,48039661100,48,039,661100
3945,3325,620,561,27,15,17,48039661200,48,039,661200
2211,1532,679,679,0,0,0,48039661300,48,039,661300
6149,5357,792,590,0,146,56,48039661400,48,039,661400
4810,3479,1331,1318,13,0,0,48039661501,48,039,661501
4350,3569,781,763,8,10,0,48039661502,48,039,661502
5797,4659,1138,1092,22,24,0,48039661601,48,039,661601
2807,1603,1204,1145,43,16,0,48039661602,48,039,661602
2581,2133,448,439,2,7,0,48039661700,48,039,661700
6406,4488,1918,1364,79,475,0,48039661800,48,039,661800
14512,9906,4606,4235,167,139,65,48039661900,48,039,661900
5805,4477,1328,1306,22,0,0,48039662000,48,039,662000
5115,3704,1411,1317,16,78,0,48039662100,48,039,662100
6985,6082,903,575,11,317,0,48039662200,48,039,662200
4760,4011,749,669,23,57,0,48039662300,48,039,662300
4870,3916,954,894,55,5,0,48039662400,48,039,662400
2818,2457,361,321,40,0,0,48039662500,48,039,662500
2864,2499,365,365,0,0,0,48039662600,48,039,662600
2219,1894,325,310,15,0,0,48039662700,48,039,662700
5845,5067,778,755,20,0,3,48039662800,48,039,662800
4410,3690,720,692,28,0,0,48039662900,48,039,662900
4118,3627,491,473,0,15,3,48039663000,48,039,663000
7372,5795,1577,1274,198,105,0,48039663100,48,039,663100
4548,3577,971,867,20,84,0,48039663200,48,039,663200
2130,1586,544,408,69,67,0,48039663300,48,039,663300
7330,5415,1915,1604,101,138,72,48039663400,48,039,663400
5227,3981,1246,1246,0,0,0,48039663500,48,039,663500
4971,4212,759,625,59,75,0,48039663600,48,039,663600
3252,2015,1237,1227,10,0,0,48039663700,48,039,663700
5909,3650,2259,2210,49,0,0,48039663800,48,039,663800
2454,1141,1313,1313,0,0,0,48039663900,48,039,663900
3470,1995,1475,1415,34,0,26,48039664000,48,039,664000
5686,3792,1894,1796,22,76,0,48039664100,48,039,664100
2061,1769,292,270,16,6,0,48039664200,48,039,664200
5368,2502,2866,2607,0,0,259,48039664300,48,039,664300
5790,3395,2395,2319,0,76,0,48039664400,48,039,664400
4972,4099,873,818,55,0,0,48039664501,48,039,664501
0,0,0,0,0,0,0,48039990000,48,039,990000
8078,6551,1527,1431,35,61,0,48041000101,48,041,000101
5539,4884,655,372,28,243,12,48041000102,48,041,000102
1512,1437,75,67,8,0,0,48041000103,48,041,000103
5724,4572,1152,986,43,88,35,48041000201,48,041,000201
8062,5557,2505,2308,20,56,121,48041000202,48,041,000202
6400,3372,3028,3001,27,0,0,48041000300,48,041,000300
4711,3651,1060,1027,0,33,0,48041000400,48,041,000400
6514,3596,2918,2698,12,166,42,48041000500,48,041,000500
5428,2631,2797,2779,0,18,0,48041000603,48,041,000603
5856,1592,4264,4264,0,0,0,48041000604,48,041,000604
2858,1631,1227,1218,0,0,9,48041000700,48,041,000700
5122,3959,1163,1101,34,0,28,48041000800,48,041,000800
2365,1531,834,795,25,6,8,48041000900,48,041,000900
7271,5716,1555,753,486,233,83,48041001000,48,041,001000
4530,3818,712,569,115,28,0,48041001100,48,041,001100
2491,1884,607,393,83,94,37,48041001301,48,041,001301
4855,3256,1599,976,152,410,61,48041001302,48,041,001302
4429,3687,742,258,220,229,35,48041001303,48,041,001303
2812,1544,1268,249,436,484,99,48041001400,48,041,001400
4192,2929,1263,446,236,542,39,48041001601,48,041,001601
5124,3844,1280,330,234,539,177,48041001604,48,041,001604
3887,2711,1176,624,164,294,94,48041001605,48,041,001605
3383,2190,1193,711,36,434,12,48041001606,48,041,001606
5673,4095,1578,553,193,764,68,48041001701,48,041,001701
2731,2259,472,422,33,17,0,48041001702,48,041,001702
5494,4699,795,556,80,135,24,48041001801,48,041,001801
6925,5425,1500,385,117,750,248,48041001803,48,041,001803
1558,1222,336,215,8,113,0,48041001804,48,041,001804
5482,5055,427,255,65,41,66,48041001900,48,041,001900
5242,4328,914,322,441,96,55,48041002001,48,041,002001
8103,7366,737,409,129,199,0,48041002002,48,041,002002
1611,1231,380,32,103,197,48,48041002006,48,041,002006
7028,5775,1253,380,362,511,0,48041002007,48,041,002007
9364,7925,1439,297,544,598,0,48041002008,48,041,002008
5097,4287,810,186,260,341,23,48041002009,48,041,002009
2915,2635,280,138,26,96,20,48041002010,48,041,002010
4884,4285,599,433,85,36,45,48041002011,48,041,002011
6742,5552,1190,675,247,238,30,48041002012,48,041,002012
7267,6231,1036,846,151,39,0,48041002013,48,041,002013
2571,2271,300,120,89,73,18,48041002014,48,041,002014
9469,7488,1981,1190,245,520,26,48041002015,48,041,002015
0,0,0,0,0,0,0,48041980000,48,041,980000
4207,3122,1085,953,63,69,0,48043950300,48,043,950300
1715,655,1060,1018,42,0,0,48043950400,48,043,950400
2840,1969,871,818,25,28,0,48043950500,48,043,950500
1405,1063,342,331,11,0,0,48045950200,48,045,950200
2026,565,1461,1461,0,0,0,48047950100,48,047,950100
4537,1945,2592,2575,0,17,0,48047950200,48,047,950200
2022,1979,43,43,0,0,0,48049950100,48,049,950100
4177,3823,354,346,8,0,0,48049950200,48,049,950200
2797,2499,298,285,13,0,0,48049950300,48,049,950300
2611,2387,224,217,0,7,0,48049950500,48,049,950500
2271,1893,378,378,0,0,0,48049950600,48,049,950600
1245,1001,244,226,11,0,7,48049950700,48,049,950700
2518,2054,464,464,0,0,0,48049950800,48,049,950800
3738,3207,531,439,0,92,0,48049950900,48,049,950900
2598,2240,358,350,0,0,8,48049951000,48,049,951000
4215,3504,711,556,40,102,13,48049951100,48,049,951100
4513,3908,605,556,49,0,0,48049951200,48,049,951200
3185,2852,333,310,14,0,9,48049951300,48,049,951300
1167,1116,51,51,0,0,0,48051970100,48,051,970100
4222,3586,636,589,47,0,0,48051970200,48,051,970200
4239,3424,815,748,67,0,0,48051970300,48,051,970300
3336,2706,630,630,0,0,0,48051970400,48,051,970400
4015,3410,605,538,67,0,0,48051970500,48,051,970500
7013,6199,814,781,8,25,0,48053960100,48,053,960100
2816,2631,185,159,26,0,0,48053960200,48,053,960200
6394,5511,883,864,19,0,0,48053960300,48,053,960300
5190,4732,458,344,1,113,0,48053960400,48,053,960400
6055,4555,1500,1498,2,0,0,48053960500,48,053,960500
3731,3320,411,388,23,0,0,48053960600,48,053,960600
6769,5341,1428,1350,3,32,43,48053960700,48,053,960700
6145,5391,754,646,101,7,0,48053960800,48,053,960800
7218,3129,4089,4068,21,0,0,48055960101,48,055,960101
4082,3034,1048,1035,4,0,9,48055960102,48,055,960102
5395,3367,2028,1934,38,0,56,48055960200,48,055,960200
4235,3045,1190,988,202,0,0,48055960300,48,055,960300
3577,2208,1369,1359,10,0,0,48055960400,48,055,960400
7205,4596,2609,2541,33,7,28,48055960500,48,055,960500
2346,2051,295,295,0,0,0,48055960600,48,055,960600
5454,3771,1683,1683,0,0,0,48055960700,48,055,960700
5167,3073,2094,1518,0,552,24,48057000100,48,057,000100
4058,2195,1863,1758,0,104,1,48057000200,48,057,000200
1508,1328,180,147,17,16,0,48057000300,48,057,000300
6458,4615,1843,1526,0,317,0,48057000400,48,057,000400
3031,2448,583,498,0,84,1,48057000500,48,057,000500
0,0,0,0,0,0,0,48057990000,48,057,990000
4683,4254,429,256,140,33,0,48059030101,48,059,030101
4005,3891,114,114,0,0,0,48059030102,48,059,030102
4472,3995,477,455,11,11,0,48059030200,48,059,030200
9097,3300,5797,5766,0,31,0,48061010100,48,061,010100
2044,768,1276,1276,0,0,0,48061010201,48,061,010201
7645,4350,3295,3268,27,0,0,48061010203,48,061,010203
4898,1705,3193,3156,18,0,19,48061010301,48,061,010301
8654,4308,4346,4198,0,148,0,48061010302,48,061,010302
5808,2801,3007,2975,0,32,0,48061010401,48,061,010401
7632,2949,4683,4606,65,12,0,48061010402,48,061,010402
2317,588,1729,1726,0,3,0,48061010500,48,061,010500
7369,3707,3662,3532,17,113,0,48061010601,48,061,010601
1449,763,686,681,5,0,0,48061010602,48,061,010602
2738,883,1855,1832,16,7,0,48061010700,48,061,010700
6387,3992,2395,2356,0,28,11,48061010800,48,061,010800
1286,285,1001,1001,0,0,0,48061010900,48,061,010900
2640,731,1909,1909,0,0,0,48061011000,48,061,011000
2117,804,1313,1313,0,0,0,48061011100,48,061,011100
1449,540,909,909,0,0,0,48061011200,48,061,011200
1352,828,524,524,0,0,0,48061011301,48,061,011301
4089,2941,1148,1060,21,67,0,48061011302,48,061,011302
6016,2411,3605,3557,0,0,48,48061011400,48,061,011400
5824,2512,3312,3312,0,0,0,48061011500,48,061,011500
5686,1843,3843,3843,0,0,0,48061011600,48,061,011600
6647,3090,3557,3557,0,0,0,48061011700,48,061,011700
5302,2624,2678,2550,24,104,0,48061011801,48,061,011801
3175,1059,2116,2096,0,20,0,48061011802,48,061,011802
5647,2122,3525,3525,0,0,0,48061011901,48,061,011901
5012,2116,2896,2896,0,0,0,48061011902,48,061,011902
2498,730,1768,1768,0,0,0,48061011903,48,061,011903
5790,3224,2566,2383,17,166,0,48061012001,48,061,012001
4799,2011,2788,2616,172,0,0,48061012002,48,061,012002
4376,2388,1988,1928,9,51,0,48061012101,48,061,012101
4600,1270,3330,3330,0,0,0,48061012102,48,061,012102
9889,2806,7083,7076,0,0,7,48061012200,48,061,012200
3680,2493,1187,1129,50,8,0,48061012301,48,061,012301
4197,2083,2114,2044,70,0,0,48061012304,48,061,012304
3051,2414,637,637,0,0,0,48061012305,48,061,012305
6450,2547,3903,3853,50,0,0,48061012401,48,061,012401
5187,2821,2366,2366,0,0,0,48061012402,48,061,012402
16542,3526,13016,12674,0,159,183,48061012504,48,061,012504
10005,1793,8212,8212,0,0,0,48061012505,48,061,012505
4364,1635,2729,2664,58,0,7,48061012506,48,061,012506
6442,813,5629,5629,0,0,0,48061012507,48,061,012507
3809,803,3006,2989,0,17,0,48061012508,48,061,012508
2710,124,2586,2586,0,0,0,48061012607,48,061,012607
4078,884,3194,3185,1,8,0,48061012608,48,061,012608
6426,237,6189,6189,0,0,0,48061012609,48,061,012609
5977,848,5129,5041,12,76,0,48061012612,48,061,012612
4849,742,4107,3964,63,80,0,48061012613,48,061,012613
4633,445,4188,4188,0,0,0,48061012700,48,061,012700
4981,670,4311,4311,0,0,0,48061012800,48,061,012800
4482,995,3487,3412,41,0,34,48061012900,48,061,012900
3962,689,3273,3258,0,15,0,48061013002,48,061,013002
1964,329,1635,1635,0,0,0,48061013003,48,061,013003
2433,543,1890,1884,6,0,0,48061013004,48,061,013004
4182,949,3233,3208,25,0,0,48061013102,48,061,013102
3369,651,2718,2698,15,5,0,48061013104,48,061,013104
4065,462,3603,3591,0,12,0,48061013106,48,061,013106
1993,127,1866,1850,16,0,0,48061013203,48,061,013203
1872,212,1660,1660,0,0,0,48061013204,48,061,013204
3154,111,3043,3043,0,0,0,48061013205,48,061,013205
2970,154,2816,2816,0,0,0,48061013206,48,061,013206
4417,614,3803,3803,0,0,0,48061013207,48,061,013207
3750,421,3329,3329,0,0,0,48061013303,48,061,013303
4200,278,3922,3922,0,0,0,48061013305,48,061,013305
2438,161,2277,2277,0,0,0,48061013306,48,061,013306
1601,91,1510,1510,0,0,0,48061013307,48,061,013307
3258,158,3100,3100,0,0,0,48061013308,48,061,013308
2613,141,2472,2472,0,0,0,48061013309,48,061,013309
2223,227,1996,1996,0,0,0,48061013401,48,061,013401
1895,57,1838,1835,0,3,0,48061013402,48,061,013402
1673,340,1333,1304,13,16,0,48061013500,48,061,013500
2659,319,2340,2324,8,0,8,48061013600,48,061,013600
3580,289,3291,3291,0,0,0,48061013700,48,061,013700
2203,287,1916,1916,0,0,0,48061013801,48,061,013801
2932,324,2608,2597,11,0,0,48061013802,48,061,013802
2335,170,2165,2165,0,0,0,48061013901,48,061,013901
3796,187,3609,3592,0,17,0,48061013902,48,061,013902
3658,106,3552,3552,0,0,0,48061013903,48,061,013903
1710,186,1524,1485,24,0,15,48061014001,48,061,014001
2113,174,1939,1935,4,0,0,48061014002,48,061,014002
11182,1177,10005,10005,0,0,0,48061014100,48,061,014100
4837,2030,2807,2805,2,0,0,48061014200,48,061,014200
4225,465,3760,3692,68,0,0,48061014300,48,061,014300
18876,4257,14619,14227,0,392,0,48061014400,48,061,014400
8647,1557,7090,6782,73,93,142,48061014500,48,061,014500
0,0,0,0,0,0,0,48061980001,48,061,980001
0,0,0,0,0,0,0,48061980100,48,061,980100
0,0,0,0,0,0,0,48061990000,48,061,990000
3481,2842,639,485,103,51,0,48063950101,48,063,950101
3987,3380,607,602,0,5,0,48063950102,48,063,950102
4525,3276,1249,1225,14,10,0,48063950200,48,063,950200
1994,1877,117,100,9,8,0,48065950100,48,065,950100
3596,3331,265,242,18,5,0,48065950200,48,065,950200
7013,6866,147,129,15,3,0,48067950100,48,067,950100
2023,1998,25,25,0,0,0,48067950200,48,067,950200
1681,1670,11,11,0,0,0,48067950300,48,067,950300
4930,4566,364,203,57,104,0,48067950400,48,067,950400
2466,2455,11,9,0,2,0,48067950500,48,067,950500
5519,5298,221,220,0,1,0,48067950600,48,067,950600
4719,4315,404,378,26,0,0,48067950700,48,067,950700
1316,920,396,396,0,0,0,48069950100,48,069,950100
3802,1507,2295,2252,0,16,27,48069950200,48,069,950200
1960,947,1013,986,0,14,13,48069950300,48,069,950300
8333,7604,729,580,149,0,0,48071710100,48,071,710100
18989,14879,4110,3776,101,39,194,48071710200,48,071,710200
2497,2358,139,139,0,0,0,48071710300,48,071,710300
5048,4709,339,195,109,35,0,48071710401,48,071,710401
3652,2056,1596,1334,0,262,0,48071710500,48,071,710500
0,0,0,0,0,0,0,48071710600,48,071,710600
0,0,0,0,0,0,0,48071990000,48,071,990000
3890,2680,1210,1210,0,0,0,48073950100,48,073,950100
6640,5759,881,812,69,0,0,48073950200,48,073,950200
7065,6186,879,731,40,108,0,48073950300,48,073,950300
1913,1300,613,605,8,0,0,48073950400,48,073,950400
3358,1815,1543,1543,0,0,0,48073950500,48,073,950500
5124,4295,829,829,0,0,0,48073950600,48,073,950600
3953,2232,1721,1692,16,7,6,48073950700,48,073,950700
3831,3308,523,458,0,65,0,48073950801,48,073,950801
3699,3374,325,316,9,0,0,48073950802,48,073,950802
4078,3356,722,685,16,21,0,48073950900,48,073,950900
3043,2592,451,451,0,0,0,48073951000,48,073,951000
1795,1705,90,90,0,0,0,48073951100,48,073,951100
2277,1859,418,418,0,0,0,48075950100,48,075,950100
4676,3466,1210,1184,0,26,0,48075950200,48,075,950200
2935,2825,110,110,0,0,0,48077030200,48,077,030200
4258,3880,378,258,3,117,0,48077030301,48,077,030301
2752,2572,180,161,8,0,11,48077030302,48,077,030302
2675,1442,1233,1194,39,0,0,48079950100,48,079,950100
1489,1364,125,125,0,0,0,48081950100,48,081,950100
1721,1498,223,219,4,0,0,48081950200,48,081,950200
4258,3756,502,502,0,0,0,48083950300,48,083,950300
1215,1081,134,134,0,0,0,48083950600,48,083,950600
2397,2242,155,125,4,23,3,48083950700,48,083,950700
5632,4467,1165,1122,14,29,0,48085030100,48,085,030100
3129,2751,378,323,50,5,0,48085030201,48,085,030201
3204,2537,667,365,159,143,0,48085030202,48,085,030202
19978,16064,3914,2434,695,670,115,48085030203,48,085,030203
6854,5603,1251,686,277,214,74,48085030301,48,085,030301
4857,4249,608,181,115,235,77,48085030302,48,085,030302
7678,7029,649,357,255,37,0,48085030303,48,085,030303
5692,5009,683,397,193,93,0,48085030304,48,085,030304
15748,13891,1857,1436,243,110,68,48085030305,48,085,030305
5608,4867,741,533,85,123,0,48085030403,48,085,030403
5649,4722,927,206,376,345,0,48085030404,48,085,030404
4798,3289,1509,882,162,465,0,48085030405,48,085,030405
4862,2964,1898,1416,223,184,75,48085030406,48,085,030406
4157,3552,605,141,257,196,11,48085030407,48,085,030407
7140,4143,2997,2604,133,260,0,48085030408,48,085,030408
3396,3003,393,120,162,83,28,48085030504,48,085,030504
4935,3313,1622,214,509,617,282,48085030505,48,085,030505
2764,2340,424,93,142,183,6,48085030506,48,085,030506
1670,1416,254,115,39,93,7,48085030507,48,085,030507
6810,4991,1819,704,825,226,64,48085030508,48,085,030508
2639,1862,777,241,191,345,0,48085030509,48,085,030509
3250,2227,1023,248,381,336,58,48085030510,48,085,030510
11176,6103,5073,651,1430,2808,184,48085030511,48,085,030511
4982,3678,1304,143,524,579,58,48085030512,48,085,030512
12120,9093,3027,1074,684,987,282,48085030513,48,085,030513
7082,5777,1305,649,296,360,0,48085030514,48,085,030514
5878,4629,1249,635,174,359,81,48085030515,48,085,030515
6816,4890,1926,726,742,458,0,48085030516,48,085,030516
8488,6749,1739,281,560,777,121,48085030517,48,085,030517
6847,4081,2766,320,854,1585,7,48085030518,48,085,030518
4511,3135,1376,172,432,679,93,48085030519,48,085,030519
6441,3765,2676,879,506,711,580,48085030520,48,085,030520
4709,2629,2080,283,474,1178,145,48085030521,48,085,030521
10750,6219,4531,1023,764,2582,162,48085030522,48,085,030522
11069,8203,2866,643,1256,869,98,48085030523,48,085,030523
